Evento_ID,Acción,Responsable,Estado,Acción_requerida,Tiempo_estimado
1143,Comprar materiales,Robert Hopkins,Finalizado,Ejecutar evento,61
1144,Ejecutar evento,Elizabeth Welch,Pendiente,Reservar local,56
1145,Decorar,Regina Pugh,En proceso,Ejecutar evento,44
1146,Comprar materiales,Jason Moore,Finalizado,Reservar local,81
1147,Enviar invitaciones,Julie Benjamin,Finalizado,Reservar local,48
1148,Ejecutar evento,Tammy Taylor,En proceso,Reservar local,42
1149,Ejecutar evento,Claire Henry MD,Finalizado,Ejecutar evento,57
1150,Enviar invitaciones,Margaret Holmes,Pendiente,Decorar,86
1151,Ejecutar evento,Lee Harper,Pendiente,Decorar,53
1152,Ejecutar evento,Angela Newton,En proceso,Decorar,60
1153,Reservar local,Troy Hartman,En proceso,Ejecutar evento,37
1154,Enviar invitaciones,Tammy Bass,En proceso,Reservar local,87
1155,Reservar local,Lawrence Macias,En proceso,Enviar invitaciones,50
1156,Decorar,David Anderson,En proceso,Decorar,75
1157,Decorar,Regina Noble,Finalizado,Enviar invitaciones,71
1158,Decorar,Carl Sanford,Pendiente,Decorar,35
1159,Decorar,Justin Freeman,En proceso,Reservar local,19
1160,Decorar,Rachel Grant,En proceso,Decorar,66
1161,Ejecutar evento,Megan Copeland,Finalizado,Enviar invitaciones,73
1162,Ejecutar evento,Alicia Goodman,En proceso,Enviar invitaciones,86
1163,Decorar,Sara Thomas,En proceso,Decorar,86
1164,Ejecutar evento,Sharon Murphy,Pendiente,Reservar local,24
1165,Reservar local,Morgan Johnson,En proceso,Comprar materiales,54
1166,Decorar,Kerri Reilly,En proceso,Comprar materiales,33
1167,Enviar invitaciones,Mitchell Hunter,Finalizado,Decorar,36
1168,Enviar invitaciones,Jonathan Fleming,Finalizado,Decorar,26
1169,Reservar local,Catherine Sweeney,Pendiente,Comprar materiales,17
1170,Ejecutar evento,Barry Hopkins,Pendiente,Comprar materiales,86
1171,Reservar local,Jesse Thompson,Finalizado,Reservar local,83
1172,Enviar invitaciones,Madison Ramirez,Pendiente,Decorar,63
1173,Decorar,Nicole Wright,Finalizado,Comprar materiales,34
1174,Enviar invitaciones,Philip Bates,En proceso,Ejecutar evento,78
1175,Comprar materiales,Shannon Banks,Finalizado,Ejecutar evento,47
1176,Ejecutar evento,Joshua Pearson,Pendiente,Reservar local,57
1177,Enviar invitaciones,Hannah Solis,Finalizado,Decorar,80
1178,Enviar invitaciones,Mary Munoz,Finalizado,Enviar invitaciones,88
1179,Reservar local,Todd Jones,Finalizado,Reservar local,69
1180,Enviar invitaciones,Kathryn Hutchinson,En proceso,Enviar invitaciones,19
1181,Reservar local,Tanya Farmer,Pendiente,Enviar invitaciones,89
1182,Decorar,Nicole Macias,Finalizado,Comprar materiales,85
1183,Decorar,Aaron Foster,Pendiente,Ejecutar evento,78
1184,Decorar,Janet Smith,Finalizado,Decorar,61
1185,Ejecutar evento,Leslie Garrett,En proceso,Ejecutar evento,56
1186,Reservar local,Dr. Kevin Gonzalez Jr.,Finalizado,Ejecutar evento,21
1187,Reservar local,Marissa Smith,Pendiente,Comprar materiales,42
1188,Reservar local,Kristin Garcia,En proceso,Ejecutar evento,88
1189,Decorar,Joshua Stewart,Pendiente,Reservar local,24
1190,Enviar invitaciones,Janet Patterson,Finalizado,Reservar local,44
1191,Comprar materiales,Marie Orozco,Pendiente,Comprar materiales,28
1192,Reservar local,Joseph Leach,En proceso,Comprar materiales,64
1193,Ejecutar evento,Robert Stephens,En proceso,Ejecutar evento,17
1194,Enviar invitaciones,Amy Padilla,Pendiente,Decorar,87
1195,Decorar,Veronica Brooks,Finalizado,Enviar invitaciones,71
1196,Enviar invitaciones,Mariah Pearson,Finalizado,Decorar,46
1197,Comprar materiales,Richard Mack,En proceso,Reservar local,24
1198,Reservar local,Dawn Daniels,Finalizado,Decorar,15
1199,Enviar invitaciones,Jennifer Hahn,Pendiente,Ejecutar evento,17
1200,Enviar invitaciones,Mallory Fox,Finalizado,Reservar local,51
1201,Enviar invitaciones,Jamie Allen,Finalizado,Decorar,42
1202,Comprar materiales,Jessica Irwin,Finalizado,Decorar,83
1203,Reservar local,William Harris,Pendiente,Enviar invitaciones,32
1204,Enviar invitaciones,Jennifer Lewis,Finalizado,Ejecutar evento,42
1205,Ejecutar evento,Victoria Martinez,Pendiente,Ejecutar evento,26
1206,Comprar materiales,Mrs. Nicole Warren,Finalizado,Ejecutar evento,79
1207,Enviar invitaciones,Connor Burke,En proceso,Enviar invitaciones,67
1208,Ejecutar evento,Jessica Howell,En proceso,Ejecutar evento,77
1209,Enviar invitaciones,Kevin Anderson,Finalizado,Comprar materiales,42
1210,Reservar local,Deborah Hall,Finalizado,Reservar local,89
1211,Reservar local,Marco Boyer,Pendiente,Enviar invitaciones,69
1212,Ejecutar evento,Courtney Rivers,Finalizado,Enviar invitaciones,42
1213,Reservar local,Andre Gonzalez,Finalizado,Comprar materiales,52
1214,Reservar local,Gerald Roberts,Pendiente,Comprar materiales,72
1215,Decorar,Taylor Sanchez,Pendiente,Comprar materiales,32
1216,Comprar materiales,Andrew Nguyen,Finalizado,Enviar invitaciones,37
1217,Reservar local,Mark Jackson,En proceso,Ejecutar evento,16
1218,Reservar local,Jeremy Marshall,Pendiente,Decorar,83
1219,Reservar local,Mark Love,Pendiente,Decorar,23
1220,Ejecutar evento,Stephanie Griffith,En proceso,Comprar materiales,57
1221,Comprar materiales,James Macias,Pendiente,Comprar materiales,47
1222,Decorar,Jeff Henry MD,En proceso,Reservar local,60
1223,Reservar local,Melissa Wright,En proceso,Comprar materiales,56
1224,Enviar invitaciones,Edward Smith,Pendiente,Ejecutar evento,73
1225,Enviar invitaciones,Michelle Jordan,En proceso,Comprar materiales,37
1226,Ejecutar evento,Susan Schaefer,En proceso,Decorar,29
1227,Decorar,Mark Bray,En proceso,Ejecutar evento,31
1228,Decorar,Grant Walker,Finalizado,Ejecutar evento,54
1229,Comprar materiales,Kelly Miller,Pendiente,Reservar local,79
1230,Enviar invitaciones,Christopher Evans,Finalizado,Ejecutar evento,23
1231,Decorar,Tina Zamora,En proceso,Reservar local,36
1232,Comprar materiales,Stephanie Carter,Finalizado,Ejecutar evento,56
1233,Decorar,Cynthia Casey,Finalizado,Comprar materiales,71
1234,Comprar materiales,Jacqueline Melton,Pendiente,Ejecutar evento,18
1235,Decorar,Christopher Fowler,Pendiente,Reservar local,28
1236,Reservar local,Paul Tran,Finalizado,Reservar local,21
1237,Ejecutar evento,Anthony Murphy,Finalizado,Decorar,74
1238,Decorar,Melissa Crawford,Finalizado,Decorar,35
1239,Decorar,Joseph Zimmerman,Finalizado,Enviar invitaciones,34
1240,Comprar materiales,Kaylee Howe,Pendiente,Enviar invitaciones,62
1241,Reservar local,Jennifer White,En proceso,Comprar materiales,17
1242,Ejecutar evento,Nicholas Young,Finalizado,Enviar invitaciones,35
1243,Ejecutar evento,David Atkinson,Pendiente,Ejecutar evento,63
1244,Ejecutar evento,Karen Golden,Finalizado,Enviar invitaciones,60
1245,Decorar,Anthony Hoffman,Finalizado,Decorar,37
1246,Reservar local,Zachary Gonzalez,En proceso,Reservar local,57
1247,Ejecutar evento,Earl Bell,Pendiente,Enviar invitaciones,89
1248,Comprar materiales,Terri Garcia,En proceso,Ejecutar evento,34
1249,Decorar,Michelle Larson,En proceso,Comprar materiales,37
1250,Decorar,Grace Reed,Pendiente,Comprar materiales,73
1251,Decorar,Jennifer Baxter,Finalizado,Reservar local,76
1252,Decorar,Wayne Dixon,Finalizado,Reservar local,60
1253,Ejecutar evento,Gerald Watson,En proceso,Enviar invitaciones,42
1254,Reservar local,Gloria Pennington,Pendiente,Ejecutar evento,84
1255,Decorar,Rebecca Payne,Pendiente,Ejecutar evento,30
1256,Reservar local,Eddie Gallegos,En proceso,Decorar,60
1257,Decorar,Matthew Shaffer,Pendiente,Ejecutar evento,69
1258,Ejecutar evento,George Martin,En proceso,Decorar,70
1259,Ejecutar evento,George Scott,Finalizado,Comprar materiales,73
1260,Comprar materiales,Brent Chapman,Pendiente,Comprar materiales,26
1261,Enviar invitaciones,Nicholas Garza,Pendiente,Ejecutar evento,66
1262,Enviar invitaciones,Richard Munoz,Pendiente,Reservar local,83
1263,Enviar invitaciones,Joseph Davis,En proceso,Decorar,27
1264,Reservar local,Jacob Gill,En proceso,Reservar local,37
1265,Enviar invitaciones,Jennifer Davis,Finalizado,Enviar invitaciones,22
1266,Enviar invitaciones,Sandra Duke,Pendiente,Reservar local,82
1267,Ejecutar evento,Erika Garrett,En proceso,Enviar invitaciones,68
1268,Decorar,Kenneth Vazquez,Pendiente,Enviar invitaciones,42
1269,Decorar,Denise Gonzalez,Pendiente,Enviar invitaciones,35
1270,Ejecutar evento,Eric Lindsey,Pendiente,Ejecutar evento,32
1271,Decorar,Edward Morris,En proceso,Comprar materiales,27
1272,Ejecutar evento,Brooke Wilson,Finalizado,Enviar invitaciones,60
1273,Reservar local,Willie Olson,Pendiente,Decorar,52
1274,Decorar,Jimmy Lewis,Pendiente,Comprar materiales,25
1275,Decorar,Nathan Frazier,En proceso,Ejecutar evento,47
1276,Comprar materiales,Brandi Smith,Pendiente,Decorar,70
1277,Comprar materiales,James Robinson,Finalizado,Decorar,50
1278,Ejecutar evento,Samuel Reed,Pendiente,Reservar local,76
1279,Decorar,Rodney Rivera,En proceso,Ejecutar evento,46
1280,Decorar,Shawn Grant,Pendiente,Reservar local,27
1281,Comprar materiales,Autumn Wagner,Pendiente,Reservar local,72
1282,Enviar invitaciones,Lisa Fernandez,Pendiente,Decorar,80
1283,Ejecutar evento,Brandon Marshall,Finalizado,Ejecutar evento,70
1284,Reservar local,Danielle Ruiz,En proceso,Comprar materiales,45
1285,Comprar materiales,Kevin Reed,En proceso,Comprar materiales,41
1286,Decorar,Nicholas Hall,En proceso,Decorar,71
1287,Reservar local,Jennifer Phelps,En proceso,Decorar,35
1288,Comprar materiales,Carl Rodriguez,En proceso,Reservar local,32
1289,Reservar local,James Spencer,Pendiente,Enviar invitaciones,35
1290,Reservar local,Rodney Moore,Finalizado,Comprar materiales,41
1291,Ejecutar evento,John Clark,En proceso,Reservar local,83
1292,Enviar invitaciones,Carla Decker,Finalizado,Enviar invitaciones,25
1293,Enviar invitaciones,Alexandra Ramirez,Pendiente,Enviar invitaciones,78
1294,Decorar,Erika Nielsen,En proceso,Decorar,46
1295,Enviar invitaciones,Holly Phillips,Finalizado,Decorar,51
1296,Enviar invitaciones,Kelsey Ibarra,En proceso,Ejecutar evento,80
1297,Comprar materiales,Alisha Erickson,Pendiente,Comprar materiales,68
1298,Decorar,Brianna Miller,Finalizado,Enviar invitaciones,71
1299,Enviar invitaciones,Vanessa Henderson,Finalizado,Comprar materiales,56
1300,Enviar invitaciones,Joseph Patrick,Finalizado,Reservar local,37
1301,Ejecutar evento,Jennifer Perry,Finalizado,Ejecutar evento,70
1302,Comprar materiales,Jared Bradley,Pendiente,Decorar,54
1303,Reservar local,Julia Sanchez,Finalizado,Enviar invitaciones,72
1304,Comprar materiales,Laura Green,Pendiente,Ejecutar evento,57
1305,Enviar invitaciones,Kara Harris,En proceso,Comprar materiales,18
1306,Reservar local,Andrew Wright,Pendiente,Ejecutar evento,23
1307,Decorar,Reginald Shepard,Pendiente,Reservar local,17
1308,Decorar,Kathryn Williams,Finalizado,Comprar materiales,67
1309,Decorar,Ashley Collins,En proceso,Decorar,64
1310,Reservar local,Thomas Martinez,En proceso,Enviar invitaciones,36
1311,Comprar materiales,David Taylor,Pendiente,Enviar invitaciones,15
1312,Ejecutar evento,Connie Brown,Finalizado,Ejecutar evento,70
1313,Reservar local,Alex Williams,Pendiente,Enviar invitaciones,61
1314,Reservar local,Richard Sanders,Finalizado,Enviar invitaciones,43
1315,Ejecutar evento,Lydia Swanson,Pendiente,Enviar invitaciones,61
1316,Ejecutar evento,Margaret Johnson,Pendiente,Comprar materiales,34
1317,Ejecutar evento,Dustin Hall,Finalizado,Comprar materiales,63
1318,Enviar invitaciones,Kimberly Mccormick,En proceso,Decorar,76
1319,Decorar,Jeffrey Johnson,En proceso,Reservar local,31
1320,Decorar,Peter Baldwin,En proceso,Decorar,27
1321,Reservar local,Stephen Holt,Finalizado,Decorar,41
1322,Enviar invitaciones,Kyle Oconnor,Finalizado,Enviar invitaciones,55
1323,Enviar invitaciones,Darlene Gibson,Pendiente,Comprar materiales,17
1324,Enviar invitaciones,Marie Beck,Pendiente,Decorar,20
1325,Enviar invitaciones,Lauren Foster,Finalizado,Ejecutar evento,61
1326,Ejecutar evento,Tamara Armstrong,En proceso,Reservar local,52
1327,Reservar local,Brian Davis,Pendiente,Ejecutar evento,53
1328,Enviar invitaciones,Jonathan Warren,En proceso,Ejecutar evento,71
1329,Reservar local,Tyler Braun,Finalizado,Ejecutar evento,38
1330,Enviar invitaciones,Kathryn Green,En proceso,Enviar invitaciones,78
1331,Comprar materiales,Jamie Lopez,Pendiente,Decorar,21
1332,Decorar,Kelly Garcia,En proceso,Reservar local,19
1333,Decorar,Paula Romero,En proceso,Decorar,46
1334,Decorar,Matthew Sharp,Pendiente,Enviar invitaciones,20
1335,Comprar materiales,Gary Thompson,En proceso,Reservar local,68
1336,Enviar invitaciones,Charles Byrd,Pendiente,Ejecutar evento,34
1337,Enviar invitaciones,Jamie Ruiz,Pendiente,Comprar materiales,70
1338,Comprar materiales,Ana Macdonald,Pendiente,Reservar local,29
1339,Enviar invitaciones,Brooke Fischer,Pendiente,Ejecutar evento,64
1340,Comprar materiales,Helen Harrison,Pendiente,Decorar,62
1341,Enviar invitaciones,Jessica Nelson,Pendiente,Comprar materiales,73
1342,Enviar invitaciones,Jacob Wagner,En proceso,Decorar,36
1343,Reservar local,Katie English,Pendiente,Ejecutar evento,25
1344,Decorar,James Smith,En proceso,Comprar materiales,54
1345,Reservar local,Stephanie Sandoval,Pendiente,Ejecutar evento,84
1346,Ejecutar evento,Elizabeth Stanley,En proceso,Decorar,88
1347,Ejecutar evento,Virginia Walters,Finalizado,Ejecutar evento,43
1348,Reservar local,Leslie Ortiz,Pendiente,Reservar local,59
1349,Comprar materiales,Jordan Andrews,En proceso,Ejecutar evento,16
1350,Ejecutar evento,Vanessa Nash,En proceso,Enviar invitaciones,26
1351,Comprar materiales,Seth Ferguson,Pendiente,Enviar invitaciones,15
1352,Comprar materiales,Aaron Schmidt,Pendiente,Ejecutar evento,22
1353,Comprar materiales,Edward Steele,Pendiente,Decorar,40
1354,Enviar invitaciones,Harold Faulkner,Finalizado,Comprar materiales,62
1355,Ejecutar evento,Shelby Cruz,En proceso,Comprar materiales,82
1356,Decorar,Bradley Mccarthy,En proceso,Reservar local,86
1357,Reservar local,Christopher Berg,En proceso,Enviar invitaciones,38
1358,Comprar materiales,Kenneth Wilkinson,Pendiente,Enviar invitaciones,80
1359,Comprar materiales,Molly Chen,Finalizado,Comprar materiales,45
1360,Decorar,Samantha Harrington,Finalizado,Comprar materiales,87
1361,Decorar,Robert Larson,En proceso,Ejecutar evento,35
1362,Decorar,Priscilla Willis,En proceso,Decorar,62
1363,Comprar materiales,Julie Johnson,Finalizado,Decorar,52
1364,Ejecutar evento,Peggy Carr,Finalizado,Ejecutar evento,81
1365,Reservar local,Diana Lewis,Pendiente,Ejecutar evento,77
1366,Enviar invitaciones,Danielle Wade,En proceso,Enviar invitaciones,61
1367,Comprar materiales,Deborah Bell,En proceso,Ejecutar evento,76
1368,Comprar materiales,Richard Phillips,Finalizado,Ejecutar evento,24
1369,Ejecutar evento,Robert Smith,Finalizado,Reservar local,54
1370,Ejecutar evento,Alexander Brooks DDS,Finalizado,Comprar materiales,29
1371,Enviar invitaciones,Christopher Waller,En proceso,Decorar,24
1372,Comprar materiales,Gregg Peterson,En proceso,Ejecutar evento,29
1373,Enviar invitaciones,Amber Marshall,Finalizado,Reservar local,20
1374,Reservar local,Rebecca Fernandez,Pendiente,Comprar materiales,85
1375,Decorar,Mitchell Becker,Finalizado,Enviar invitaciones,62
1376,Enviar invitaciones,Mrs. Taylor Martin,Pendiente,Ejecutar evento,60
1377,Comprar materiales,Daniel Smith,Pendiente,Enviar invitaciones,43
1378,Enviar invitaciones,William Newman,En proceso,Ejecutar evento,87
1379,Enviar invitaciones,Shannon Cunningham,Finalizado,Ejecutar evento,85
1380,Decorar,Ruth Carter,Finalizado,Decorar,51
1381,Comprar materiales,Karen Cruz,En proceso,Decorar,79
1382,Decorar,Angela Collins,En proceso,Reservar local,51
1383,Ejecutar evento,Nancy Watson,En proceso,Ejecutar evento,67
1384,Decorar,Heather Washington,Pendiente,Enviar invitaciones,59
1385,Decorar,Ryan Lewis,Pendiente,Enviar invitaciones,22
1386,Enviar invitaciones,Emily Santiago,Pendiente,Comprar materiales,47
1387,Reservar local,Paul Frye,En proceso,Ejecutar evento,55
1388,Enviar invitaciones,James Scott,En proceso,Comprar materiales,86
1389,Enviar invitaciones,Anthony Schmidt,Finalizado,Reservar local,47
1390,Reservar local,Stephanie Jacobson,Finalizado,Reservar local,88
1391,Ejecutar evento,Sandy Lyons DVM,Pendiente,Ejecutar evento,31
1392,Enviar invitaciones,Scott Gill,En proceso,Reservar local,80
1393,Decorar,Rebecca Gonzalez,Finalizado,Ejecutar evento,56
1394,Ejecutar evento,Jeffrey Carlson,Pendiente,Reservar local,16
1395,Comprar materiales,Anthony Carr,Finalizado,Ejecutar evento,33
1396,Decorar,David Mclean,Pendiente,Decorar,54
1397,Enviar invitaciones,Jo Johnson,En proceso,Ejecutar evento,27
1398,Decorar,Matthew Reynolds,En proceso,Decorar,57
1399,Comprar materiales,Sarah Jones,Pendiente,Comprar materiales,78
1400,Enviar invitaciones,George Malone,Finalizado,Comprar materiales,62
1401,Decorar,Jesse Johnson,Finalizado,Decorar,19
1402,Reservar local,Gregory Garcia,Finalizado,Ejecutar evento,45
1403,Reservar local,Kimberly Miller,En proceso,Enviar invitaciones,43
1404,Enviar invitaciones,Benjamin Patton,Finalizado,Decorar,17
1405,Reservar local,Brian Williams,Finalizado,Decorar,21
1406,Ejecutar evento,Victor Fernandez,Pendiente,Ejecutar evento,16
1407,Ejecutar evento,Steven Reed,En proceso,Ejecutar evento,22
1408,Reservar local,Kimberly Campbell,Pendiente,Enviar invitaciones,58
1409,Decorar,Jason Morales,Finalizado,Ejecutar evento,84
1410,Reservar local,John Brown,En proceso,Decorar,56
1411,Reservar local,Julia Perez,Finalizado,Ejecutar evento,19
1412,Decorar,Allen Knight,Finalizado,Enviar invitaciones,68
1413,Decorar,Deborah Stone,Pendiente,Ejecutar evento,67
1414,Enviar invitaciones,Tammy Powell,Finalizado,Reservar local,36
1415,Enviar invitaciones,Allison Richards,En proceso,Comprar materiales,44
1416,Reservar local,Stacey Diaz,Finalizado,Enviar invitaciones,17
1417,Decorar,Kim Werner,Finalizado,Ejecutar evento,30
1418,Comprar materiales,Heather Barr,En proceso,Reservar local,64
1419,Decorar,Katherine Mendez,En proceso,Enviar invitaciones,24
1420,Reservar local,Allison Fields,Finalizado,Reservar local,60
1421,Enviar invitaciones,Zachary Norton,Pendiente,Decorar,59
1422,Decorar,Alejandro Davis,En proceso,Ejecutar evento,82
1423,Decorar,Michael Gray,En proceso,Decorar,26
1424,Reservar local,Jonathan Gomez,Pendiente,Comprar materiales,50
1425,Enviar invitaciones,Edwin Spencer,Pendiente,Decorar,41
1426,Enviar invitaciones,Cody Gould,Finalizado,Ejecutar evento,15
1427,Ejecutar evento,Jessica Miller,Finalizado,Comprar materiales,45
1428,Ejecutar evento,Wendy Brooks,En proceso,Decorar,47
1429,Decorar,Christopher Johnson,Pendiente,Enviar invitaciones,25
1430,Enviar invitaciones,Nancy Macdonald,Finalizado,Comprar materiales,24
1431,Decorar,Stephanie Jackson,Finalizado,Ejecutar evento,78
1432,Comprar materiales,Joshua Douglas,Finalizado,Comprar materiales,27
1433,Enviar invitaciones,Philip Brown,En proceso,Decorar,80
1434,Comprar materiales,Todd Hernandez,Finalizado,Enviar invitaciones,57
1435,Decorar,Robert Rasmussen,Finalizado,Reservar local,17
1436,Ejecutar evento,Logan Morris,Finalizado,Decorar,39
